text,target
الله احفظك سي يونس وخلي ليك ما اعز عندكصباحك مبروك صديقي,1
حزينة بزاف وصلت الحد الاقصى ,0
جاهلة هدي محال تكون ولداتو,0
داكشي لي بغينا شكرا ,1
مزيان ملي تكون المعنويات مرتفعة اليوم كيدوز زوين انا الحمد الله كل تمام,1
ماشي كل الناس عندهم الوعي للاسف الشديد,0
سير عطيني التساع ما متبعاك ما متبعني ا وقر عليك الناس,0
الله ارد بيك وزن هضرتك راك فتي الحدود,0
عندو المهارة,1
عادل المسامحة صديقي,1
الجانب الثقافي قليل مكتستتمر فيه والدولة آخر همها,0
حتى انا توحشتك بزاف نقدر نجي فالرببع انشاء الله ,1
حتى حنا غير كنضحكو,1
هد التصويرة جات واعرة يا فنان بصحتك أبا التراب,1
صافي مسكينة غدي تعقد فحياتها,0
الزهر ديالهم لا يعلا عليه,1
عيد ميلاد سعيد الله احفظو,1
الله يحفظك و يعطيك الصحة,1
من الامور اللي كا تفقس فهاد البلد السعيد انعدام تواصل الدولة في شخص وزير الاتصال مع المواطن ما عطونا معلومات على فين وصل آفة انفلونزا الخنازير و ما عاودش ذكرو الحمى القلاعية كانت الامور تحت السيطرة مرحبا كانت خارج السيطرة نضاعفو الجهود,0
الله يوقف معاك آ الضرافات و يغلبك على الزمان,1
ما شفتي والو و لكن الحمد لله تعلمنا بزاف د الحوايج,1
الله اكبر نسولو فيه نديرو معاه الصواب,1
الله يجازيك بخير,1
نعقل عليهم كيف خلاقو كبرو تبارك الله ,1
واقيلا عندك الحق ,1
انا معنديش مشكل فالتعريف بهاد النوع ديال المبادرات بدون قراءة النوايا غي ميكونش التغليط,1
اودي غي دير مزيان و الرحيم الله,1
متافق معاك ,1
الله يعاونك و يكمل عليك بخير,1
تحليل واعر ,1
اودي تنظن أن الهزالة لي دارت هادشي و الردائة,0
غير ضاحكة ,1
امين يا ربي واخا,1
واخا شكرا,1
الله يجيب الشفا,1
امين و حتى نتي ,1
كانبقا نكحب حتى كانحس بالروح غادي تخرج المسامحة ا الخوت ,0
امين و ليك حتى نتا,1
شكرا الله يحفظك,1
سمحولينا ,1
زوينة ,1
لا لا الله يحفظ,0
 ماتقولهاش,0
 ياك بعدا شكرا شكرا,1
ماضحكوش ,0
 هانيا بصحتك ,1
الله يخلي لينا المغرب ديالنا لي حسن من اوروبا ,1
امين ربي يخليك ,1
ياك بعدا اوا الحمد لله بالشفا ان شاء الله ,1
امين ميرسي و انت كيف حالك,1
لقد ضربني البرد و الحمد لله ,1
صباح الورد ختي ,1
الله يشافيك ,1
الله يسخر ,1
ان شاء الله يتحقق ,1
ماكيناش مع الاسف,0
غاتشجع الريال طبعا ياك ,1
الله يسلمك,1
غير الدنيا و صافي سول فيك الخير و الرباح ,1
فهمتي غلط ,0
بزاف,1
 الله يكبر بيك,1
مزيانة ,1
زوين ,1
ديجا قريتها الله يخليكم لبعضياتكم و يخلي ليكم الوليدات و يرزقك ياسمين ,1
 فعايل و نص گالاك,1
سير الله يمسخك قول امين,0
وراني نصرت ختي ظالمة او مظلومة ,1
تستاهل ,1
عندي انا الحمد لله ,1
بففف عيد ميلاد سعيد بعدا واخا معطلة ,1
الله يكمل عليها و عليك ,1
يا سلام روعة,1
اش هاد الباطل ,0
 الله يكبر بيك شكرا,1
 نعلي الشيطان و جمعة مباركة ,1
صافي ها انا نتفاءل ,1
الله يكون ف العون حاسة بيك ,1
العفو ,1
الله يسخر ليك و بلا ازمة ا سيدي ,1
الله يسخر ليك,1
يقلب ومايستسلمش و غادي يلقا ان شاء الله ,1
سمحي لينا نتي مانعاودوش,1
ماتعيرش الله يخليك المهم هو الاخلاق و الهندسة ,1
واخا ا سيدي,1
 الله يحفظك,1
الله يكبر بيك,1
الله يحفظك ماعنديش فكرة والله اعلم عموما شكرا بزاف جواد,1
اوك جواد شكرا,1
شي شهر عسل هنا ,1
 يا اسطورة انت,1
اوا صافي هي متافقين ,1
 ماتفقصنيش ,0
الله يسر ليك,1
 وي راك شاد الحساب الحمد لله,1
 اوا الله يجيب الخير,1
 على سلامتك,1
 ناشط و عايش اللحظة ,1
نتا تعرف كثر طبعا,1
الله يكون ف العون غير حاولي راك زوينة خارجيا و داخليا ,1
رجوع الله ا ختي استغفري مولانا كلنا كانشوفو فراسنا غير العيوب و كانشوفو ف الاخرين غير الزوين خاصك غير تعرفي بلي كل واحد زوين بطريقتو لي مختلفة على الاخرين و كاتميزو,1
امين شكرا,1
الله يكملك بعقلك,1
تا حد مابقا يحشم هنا ,0
 ربنا يخليك,1
لا نتي مابقيتيش عاجباني ,0
بالصحة و الراحة الحليب درتو حيت ماعنديش لاكخيم فخيش ,1
رأيي المتواضع عطيتو,1
و باش يكمل هاد الصباح نسمعو لفيروز,1
الله يكمل بيخير ,1
بصحتك و راحتك ,1
كاينين مرحبا ,1
مرحبا بيك ,1
الله يسامح قلبي بيض و دغيا كانسى ,1
الله يحفظك مرحبا بيك ,1
صباح الخير زوينين بون ويكاند ,1
 تصبح على خير ا دكتور ,1
ناري ناري سمح لينا عيد ميلاد سعيد باشما تمنيتي ان شاء الله ,1
ان شاء الله داكشي لي خاصني ندير ,1
بالصحة و الراحة ذوقك لابأس به ,1
الحب هاداك ,1
راه ديك الغيرة هي فين بقات و انا شخصيا اؤمن انه ماكاينش حب بدون غيرة,1
فرحتلك يا حبيبتشي ربنا يتمم بيخير ,1
الله يا ربي الله البنت ضاعت منا ,0
شكون سعيد الحظ و ماعرضتيني گاع ,1
 الله يحفظك علينا و عليك,1
هادوك مراض و صافي,0
عجباتني هادي ان شاء الله ,1
عندك الصح,1
الله يكبر بيك ,1
الحمد لله عليها نعمة لمن كنت غانبقا نتشكا منهم كون ماكنتوش ,1
اودي ماشي تا ف شركة هادشي خلي عالله,0
ه عارفينك رجل مواقف ا سي العلالي,1
واييه ندمني ,0
مافيها باس مافيها باس,1
و يحفظك حبيبي ,1
الحقيقة و صافي ,1
 داكشي لي كاين الله يكمل بيخير ,1
 بلا مانوصيك اذن الله يداوم المحبة,1
 للناس في الحب مذاهب اللهم زد و بارك,1
 عجباتني طريقة التفكير ديالك ,1
 واخا ا لالة المهم نحن في الخدمة في اي وقت ,1
فاسة و سواسة عجيب الله يخليكم لبعض و يداوم المحبة,1
عندو الحق ,1
ربي يخليك شكرا,1
مرحبا نورتو المكان ,1
 اوا الحمد لله ,1
وليت كانكره الويكاند كون غير يخليوني نفيق وقتما بغيت و نخدم,0
ماكنتفرجش ولكن ان شاء الله تربح الوداد ,1
والو بالصحة,1
امين و ليك حتى نتي ,1
بسم الله,1
شكرا لهلا يخطيك ,1
الله يعطيكم ماكتمناو جميعا ,1
شكرا شكرا بقا تعطيني بحال هاد النصائح القيمة راني في حاجة اليها ,1
حق مولانا,1
انا غي دريويشة ,1
صافي سير ماصدقتيش ,0
ربي يخليك,1
راه الصحافة و البوليس تاهما مواطنين لي صور مريض و لي بارطاجا مريض ماكاين تا فرق,0
النهي كايدار بينك و بين الشخص و بالتي هي احسن بغا ياخد بنصيحتك هو هاداك مابغاش ضير راسو ماعندك تا شي حق لا ف الدين لا ف القانون انك تفضحيه,1
هنيئا ليك ,1
مسلمين الاسلام كايقوليك تفضحي عباد الله و تشوهيهم ,0
باشمن حق كاتپارطاجيو تصاور و هوية هاداك الشخص اي واحد كايبارطاجي هاداكشي يعرف راسو مريض و ماكاين تا فرق بينو و بين هادوك لي قطعو الريوس غير كلا واحد و كيفاش كايظهر المرض ديالو واااااااااا دخلو سوق روسكم ا عباد الله واك واك كلا يديها فراسو ,0
 بصحتك غرت ,1
 واخا سنة سعيدة ,1
يالاه بدات عندي السيمانة الاربعاء بنكهة الاثنين ,1
على سلامتك ان شاء الله خير تفاءلوا خيرا تجدوه ,1
ميرسي سنة سعيدة عليك حتى نتي ان شاءالله ,1
تماما الله يكملك بعقلك,1
الحمد لله سول فيك الخير,1
 حشمتي تقولها نيشان الله يحفظك ,1
 منطقي داكشي ,1
كانحس براسي تبدلت من داك العام لهاد العام سعاد ديال ماشي هي ديال نهائيا ان شاء الله احسن و احسن ,1
داكشي لي كاين سنة سعيدة باشما تمنيتي ,1
سنة سعيدة ليكم كاملين الله يزرقكم ماتمنيتو و يفرحكم حاولو تستغلو هاد النهار الاخير ف و ماتخليو تا واحد مقلق منكم و تبداو العام الجديد صفحة بيضاء مع الجميع ,1
 هانيا الله يحفظك,1
ان شاء الله و حتى نتا الله يعطيك ماتمنى,1
صافي دابا خسرتيها مابقا عندك ماتعتق,0
صافي نتا غير سكت ,0
 صافي موافقة,1
صافي هي لي ماتعاود ,1
الله يحفظك ليا صافي تقت ,1
الله عليكي يا عايشة ,1
صافي ماكاين غير تفاؤل ,1
مزيان ,1
الله يعاونك,1
اوا جي مرحبا ,1
مايكون باس,1
ماشي بزاف ,1
 بالصحة و الراحة ا سيدي,1
تماما متفقة معاك ,1
بقيتو كاتهدرو على ال قلت نمشي نسمع دعيتكم الله ,0
تا انا كتعجبيني ا سعاد ه — اليوم العالمي للاعجاب ,1
تماما لي درتيها تسناها سواء خايبة ولا زوينة ,1
واقيلة الاسهل هو نعرفو لي ماشي ولد الناس ديك الساعة غانستنتجو تعريف ولد الناس نديرو داكشي ديال الماط ,1
وبي يخليك شكرا ,1
الله يبارك فيك ,1
الحمد لله سول فيك الخير شكرا,1
شي واحد تاني قتل صاحبتو ف عين ذياب,0
كل نهار جريمة و من سيء الى اسوأ هادشي ولا كايخلع الله يحضر السلامة ردو البال لراسكم و لي عزاز عليكم ,0
ربي يخليك ,1
سول فيك الخير و الرباح ربي يخليك,1
ربي يخليك الله يكبر بيك ,1
لا لا الحمدلله مازال على قيد الحياة هاد الساعة ,1
غير الدنيا الله يحفظك ,1
سمحليا ,1
الله يكبر بيك الحمدلله شكرا ,1
غير الدنيا لهلا يخطيك,1
الله يسلمك دكتور,1
سول فيك الخير,1
الحمد لله ربي يخليك ,1
والو باس ربي يخليك,1
السلام عليكم توحشتكم شكرا لگاع لي سولو فيا لهلا يخطيكم ,1
حسن گاع الصراحة,1
انا كانبغي كيما نتعامل معاك تعامل معايا ,1
حسن سعداتك,1
فمي كاياكلني مكلخة اش غادي دير,0
الله يرضي عليك ,1
الله يسخر,1
كايسحابلي نقارضتو لي كاتجيبو الورد الله يكمل بيخير,1
النذرة هي لي كاتعطي قيمة للحاجة ,1
تماما اوا دوماج يا خسارة ,0
لا يا بوحدي يا بالناقص ,0
 الشجاعة هي كولشي ,1
نتا لي ضيعتي الفرصة ديالك ,0
ه غي ضاحكة معاك ,1
سمحلينا ,1
ماصدقتيش ,0
صافي المسامحة,1
استغفر الله حرام عليك ,0
المسامحة ,1
الله يصاوب ليكم ليام,1
 ماكاين باس صباح الخير ,1
بارك الله فيك ا الحاج,1
الله يكون ف العون ,1
 الله يكبر بيك ,1
مرحبا نورتي ,1
زوينة,1
ناري تعصبات ,0
اوك شكرا,1
الاغنية زوينة,1
بحبك الحب كلمة قليلة بالنسبة ليك ,1
الله يطول عمرك الحياة حلوه بس نفهمها ,1
الله يصاوب ليك ليام,1
 تصبح على خير,1
صافي فقدت الامل ,0
الله يهديك ا هاد البنت ,1
باقي مصرة على كلامي ,1
انا لي عارفة صباح الخير,1
ان شاء الله مرحبا بيك,1
الله يرضي عليك ا بنتي بالبنين و البنات ان شاء الله ,1
 ريالية و افتخر و نعلي راسي الفوق ,1
ماكاين مشكل,1
سمح ليا ماقصدتش ,1
 الله يكمل عليها بالخير,1
بالصحة و الراحة و الله يطول عمرها ,1
سمحولينا,1
هاكا خلقنا الله ,1
الحمد لله و نتي,1
تصبحو على خير ,1
اوا تهلا فيها الله يخليكم لبعضياتكم ,1
لهلا يخطي عليك المدام و صافي,1
على هاد السلبية خاصك العصا بصح نيت ,0
الله يجيب الشفا ,1
الله يرضي عليك ا بنتي ,1
ماكايناش لاباج فيسبوك مالقيتهاش لقيت ليميل و صيفط ليهم ان ميل صباحك مبروك,1
ايوا الله يكمل عليه بالخير و يرزقو ماحسن ان شاء الله,1
كوني هانية ,1
الحمد لله شوية ربي يخليك,1
ربي يخليك ا ختي امين يا رب شكرا ,1
 توحشتك انا ,1
ولينا نلقاو صعوبات نفهمو الجيل الصاعد ,0
خودي راحتك تستاهل,1
و فرحانة اوي حضرتك ,1
كانگولها من زمااان حق الله العظيم ,1
مامشا معاك باس,1
اوك الله يحفظك,1
امين و حتى نتا,1
الله ياخد الحق و يشافيهم ,1
وا ماتخلنعنيش ياك قلتي بيخير ,1
شاداني الخلعة ,0
نسيت ماقلت ليك عيد ميلاد سعيد البارح قلتها نهار قبل و نقولها ليك تاني نهار من بعد جمعهم و قسم على جوج تعطيك النهار بالضبط عيد ميلاد سعيد ,1
 الله يحفظك ,1
انه يكون جزء من تاريخ المغرب ماكايعنيش راهو زوين و بغينا و لا كرهنا راه جزء من تاريخ المغرب ,1
 وايلي عيد ميلاد سعيد ا سيدي العقبة تولي مئوي ,1
واخا الحاج ,1
 ااااه مزيان عبرتي عليه,1
رمضان و صايم قلبتي عليها الصراحة الحمد لله على السلامة,1
اودي غير الصبر حتى انا واحد المرة كاع دوروني واحد سبيطار كامل كل واحد يسيفطني لبلاصة و لي سولتو فين جا بنك الدم يقوليا مالك ا ختي شايط عليك الدم عطيه ليا لشايط عليك هادو خدامين ف سبيطار يا حسرة خليها عالله و صافي,0
لهلا يخطيك ا ختي الله يكبر بيك ,1
راك عارف الزين يحشم على زينو و,1
داكوغ شكرا,1
لا بلاش يالله قلتي ضريفة خليني ضريفة ,1
اودي كاين لي واخد افكار اخرى غير خلينا ساكتين الله يحفظك ,0
 لا ضريفة هادشي لي خارج عليا نيت صباحك مبروك,1
اودي صباحك مبروك ,1
داكوغ شكرا على النصيحة,1
دريس ماعنديش الگانة لهادشي غير نصيحة عمرك تدعي على شي واحد ببحال هادشي ماعرفتي فين تخرج,0
هادشي لي بانليا مع الاسف,0
الله يفرحكم بوليداتكم,1
كاتشوف شي شاف ولا مدير قبيح بزاف و ستخيكت و كايزيد فيه ف الزيار كاتقول او هدا مالو على هادشي كامل نهار ماكايكونش و كتشوف فعايل شي وحدين كاتفهمو عارف راسو معامن,0
ماشي مشكل شفت الجواب وراه ماشي اول مرة ولكن المسامحة ماكاين باس ,1
صباح الخير سي الوزير اش وقع ليونس ,1
ماشي مشكل كيما كتبتيها هانيا ,1
ماكاتعرفش تنافق كولشي يولي عدوك,0
غير بالصحة,1
زمر تفو علاش ديما كايوقع ليا نفس الحاجة ,0
الحمد لله كانعديو سول فيك الخير,1
الله يعمر لينا الدار ,1
الله يخليكم لبعض ,1
 لا انا كايقلبوها سبان و معيار مباشر و غير مباشر و مستحيل نجاوب غير كاينزل النيڤو أنسحب,0
ماكنتش كانحمل هاد المصطلح لكن مؤخرا لقيت واحد الفئة مناسب ليها بزاف لي هي لي كاتجي تعنب عليك ف دي ام و الى ماتجاوبتيش كايقلبها ليك سبان و معيار ف تي ال,0
ربي يخليك ف الصراحة على حسب الشخص لي قال هاد الكلمة السيئة الى كان عزيز و مايعني ليا شي حاجة كايبقا فيا الحال ضروري ولكن الى كان لا يعني شيئا كذلك كاتكون كلمتو,1
امين يا رب و حتى نتا ,1
ياك بعدا ,1
كلمة وحدة زوينة تقدر تبدل ليا نهاري كامل و يولي زوين واخا مافيه مايتشاف وحق الله ,1
باقي ماكملتش المجلة كاملة كانقرا بشوية بشوية قريت واعر بزاف و فهمت برافو في انتظار التتمة ف العدد المقبل,1
طبعا لا توصي حريص ,1
مرحبا الله يسخر ,1
امين يا ربي,1
الله يطول فعمرها,1
عويناتك لي زوينين ,1
عقت بيك ,1
امين الله يحفظك,1
فتي الفرض و وليتي ف النوافل ,1
سمحولينا يزين يامك ,1
 صافي آمنا بالله,1
سبحان الله لقيتيني تاخدت نفس القرار ,1
الله يسمح ليك نتا تفول هاد الهدزة ,1
امين لهلا يخطيك,1
امين ميخسي ,1
المسامحة ا الخوت الموت هادشي بزاف على ,1
 لا لا صافي شكرا ,1
ربي يخليك شكرا ,1
الانسان كائن ضعيف غير الرواح كايقضي علينا ما بالك حاجة اخرى الله يرحمنا و صافي و الله يشافي المرضى يا رب ,1
سمحو لينا و صافي,1
صباح الورد فخيتة ,1
صباحكم مبروك زوينين ,1
تصبحون على ما تستحقون,1
 ديرو فينا خير وفهمونا,1
هاهي دعوة اخرى الله يهديك علينا من دوك التصاور,1
و لي كايهرب جبان ,0
 ميرسي ميرس اخجلتم تواضعي المتواضع ,1
 ماضحكيش هاداك راه سميتو الابداع ,1
 برافو برافو مانخافش عليك,1
 وي عرفتك علاش كادوي بالي بيه قبل مايشد فيك الرواح و مايبقاش يطلقك,1
الله يعطيك ما تمنيتي ف خاطرك ,1
يسمح لينا و صافي,1
 الله يكثر خيرهم,1
الله ياخد الحق,1
ماعرت واش نقول صباح الخير و لا تصبحو على خير,1
ا ختي خليهم يقولو لي بغاو حنا عارفين اش كاين ,1
وقت لي بغيتو و انا لي عارضة عليكم,1
الله يوفقها و يخليها ليكم و يخليكم ليها ,1
اش اودي بغيتي عندي بديك الكمارة كايخلع ,0
بلا احراج ديال تصاور ولكن انا الصراحة تبدلات حياتي درجة من لدابا ان شاء الله الي جاي احسن و احسن لينا جميعا ,1
ربي يخليك ا ختي نورك هاداك و عيد ميلاد سعيد الله يداوم المحبة ,1
 غالبا عندك الحق,1
 بزاف بزاف ا ختي امل تكايسي ربي يخليك ,1
واييه ولكن راه الملل ,0
احسن حاجة حق ربي,1
انا قديمة و باقي كانتصدم و نتخلع ملي كانسمع هادشي ,0
وراه هادشي لي كانقوليهم من الصباح المشكلة فلي كايتفرج ماشي فلي مصور,0
الله ينورك كيما نورتيني ,1
دابا الى حسبنا عدد الي كاينشرو حياتهم و يصوروها راه اقل بكثير من لي كايتفرجو فيهم يعني اللولين نقولو حالة شاذة دوك الملايين الاخرين راه هما المصيبة الكبيرة,0
شحال كانحتاقرهم و المرا لي كادوز ساعة كاتماكيي و ولادها مخرجاهم حالتهم بحوايج الدار و مسخين,0
و ايامك يا رب لهلا يخطيك الزين اينو ,1
ماعرت علاش مازعمتش عليه بديت شوية ف الحلقة الاولى و ماكملتش ,1
مممم الله يجعلني نتيق ,1
وا النعاس مانفيقش الصباح هدا هي الراحة ,1
عرفتي والله حتى تدگدگت باقي ماوصلتش للدار لحد الان و خدامة غدا ,0
خاصني ويكاند من هاد الويكاند عمرني وصلت لهاد النيڤو د العيا و مازال تابعاني الطريق ,0
الله يكبر بيك ا الحاج ,1
راني ضحكة نيت,1
واخا الله يحفظك,1
اوك ان شاء الله ,1
الله يداوم المحبة,1
الله يكبر بيك بحال درتيه ,1
ماكاين باس,1
الله يحفظك بالصحة و الراحة,1
صنفتيني غير معمرة الوقت و بلا قيمة مضافة,0
 الله يخلينا لينا واليدينا و لي ميتين ليه الله يرحمهم,1
مسلخير عليكم من جامع الفنا ,1
الله يعطيك الصحة,1
 المسامحة ,1
واخا أسيدي ,1
حتى نتا كسول ,0
أنا ما أقول إلا ياحظ الزعل ليتك تحبيني كثر ماتزعلين,1
متولع برضاك ورضاك كايد,1
اواه لو تدرين عن بعض الحنين و الشوق لا منه تجبر و افترى,1
الناس للناس لكن انت لي وحدي,1
لا ذكرتك اشتعل فيني الحنين,1
وأن طواك البعد انا مانسيتك,1
واحشني زمانك,1
ياشبيه صويحبي حسبي عليك,1
اللي يخون الود يستاهل الصد,0
على هونك أنا و الشعر و الليل العتيم ونظرة عيونك مثل قلبك مثل كلمة أنا أحبك و طول العمر ما أخونك,1
أصدق المشاعر اللي نعبر عنها بالكتمان,1
 كنت غانتخنق بالماكلة بالضحك ,1
 يا سلام لهلا يخطيك ان شاء الله,1
وكاين بحالي لي عارف ماغايجيه والو و ماكايتسناش راضي بالنصيب ,1
مسلخير صديقي ,1
الله يجيب لي يفهمنا ,1
 الله يهدينا ,1
كاين امل هاد العام ,1
داكشي انا كاندير خير البر عاجلة ,1
عمرك تندم حيت درتي النية,1
 دارو لينا ا الارهاب ا خاي ,0
ماكنحلفش بالله على الكذوب,1
الله يلعني لاباقي سولتك ,0
صافي ان شاء الله ,1
الرسائل بخط اليد ماعمرها جاتني شي وحدة فايتة جاتني تصويرة لرسالة مفرحة,1
امين الله يجيبو على خير تعطل عليا ,1
لا حول و لا قوة الا بالله الله يرحمو ولكن زاد كمل على بنتو و حرمها من أب,0
الله يكون ف العون,1
الله يسمح ليك,1
 مشرفين,1
حتى انا ان شاء الله غادي نبدا قريبا جدا,1
نتا لي الله يسمح ليك ,1
عادي ارادة قوية برافو عليها ,1
المغرب كلو زوين ا العايل,1
بسم الله عاوني منين نبدا ,1
كنت احزن لغيابك بس كثرة غيابك عودتني,0
بالتوفيق للي عندهم اختبارات,1
بغيت لك العز والنصر الله يحفظك يا رب,1
مسا الخير الزين ديالنا,1
مدينة جميلة وناسها دراوش,1
الله ارحموا واجعل مثواه الجنة يارب العالمين,1
اكيد خويا بالاخص ولاد الدراويش ولمعندهم باش اشروا حتى الحلوه اقول لهم كل سنة وانتم بخير وسعاده يارب العالمين,1
برافوا عليك خويا,1
آلله سهل عليك خويا الف مبروك,1
الله ارحموا ويجعل مثواه الجنة يارب العالمين,1
اليوم شفت شفار كايتكرفس على بنت صغير و لا من يحرك ساكن,0
مابقا مايعجب كلشي ولا خاسر,0
هادو مبقاوش يحشمو الكلاب,0
كرهت هادالبلاد البئيسة,0
انا بعدا انافس بكل روح رياضية,1
مزيانة فوالديه الصهيوني لاخور,0
انا متشائم من هاد الماتش,0
شوية ايجابية الناس محتاجة ايجابية لو سمحتم,0
اممم الله اكتر من أمتالك,1
الله يسهل عليك خويا فؤاد,1
حافض على لابتسامة ديالك ديما,1
و نعم بالله أخاي يونس,1
صحيح الله يرحم من قراك,1
تحياتي لك خويا ,1
أجسام البغال و عقول الدبان,0
قرار ف محلو ,1
قصة الأندلس من القصص لي كتعجبني بزاف خصوصا الفترة ديال عبد الرحمان الداخل,1
ملي تنتأمل في حال المسلمين و لهذا الذل لي وصلوا ليه الحكام و الحكرة لي بين الشعوب و الغدر,0
بصحتو تبرع مع راسك,1
كنحترم الرأي ديالك ,1
جبتيها لاصقة,1
مبروووك فوز قطر بالكأس الأسيوية وليمت الحساد بغيضهم ,1
الله يسخر فيه و يحفضو,1
الله يسلمك خويا,1
الله يفاجيها عليك أخويا,1
عندك الزهر ,1
الجمال في البساطة داك شي لي كاين,1
صباح الخير و أخيرا الويكند الراحة ؤ السياحة نهاركم مبروك,1
الكلام لي تيخرج من القلب يصل إلى القلب مباشرة تحية لناس الرجا,1
الله يعاونو مسكين,1
مساء الخير الإخوة و الأخوات خدموا تبوكصوا مع راسكم أو تهلاو في الوالدين أهم حاجة,1
جبتيها في الصميم يا صديقي ,1
الصيف هنا مكاين غي الإحتفالات,1
صباح الخير بنت بلادي كاع متخلعي رابحين إنشاء الله ,1
صباح الخير خويا الله يسهل الأمور في هاد النهار,1
مبروك العيد لجميع الإخوة و الأخوات إنشاء الله بالأفراح و والمسرات ؤ باش ما تمنيتو يارب ,1
ويحكم ماذا تفعلون متأكدين أن هادو لعبو الإقصاءيات باش وصلوا لروسيا فريق دون المستوى,0
فكرة زوينة أ الصديق لعز ,1
كادوا مني ليك أخونا,1
بالعزيمة والإرادة القوية حتى حاجة ما بعيدة توصل توصل إنشاء الله,1
ربي يعاونك خويا,1
أمين ممشا معاك باس اخويا,1
أمين أ خويا,1
الله يشافيه او يهون عليه الألم يا رب,1
آلله يسمحنا من الواليدين توحشتهم و الله العظيم ,1
الله يشافي المرضى,1
صراحة تعداو على الرجاء ,0
الله يرحمه و يوسع عليه,1
النتائج ديال البطولة اليوم كلها مزيانة للطاس,1
واعرة هادي,1
اش هاد الفضيحة هادي,0
مصيبة هادي اغلبيتهم عديمي المسؤولية,0
الله يسهل ليهم,1
لا حول و لا قوة الا بالله الله يرحمه و يوسع عليه,1
مزيانة للبلاد,1
آش هاد المصيبة تبلات بيها هاد البلاد ,0
الله يخليهم لك,1
كاينة,1
غير البداية استمر,1
يا ربي تربح الحسنية سواسة الله يعمرها دار,1
بالعكس صادقة لهم,1
سيري على قد جهدك تلقائي بزاف تاع الناس عندهم نفس الدخل و عايشين به مسألة حسن تدبير أو تبذير ,1
ها المعقول ,1
الله يخليه لك و يصلحه,1
هادي هي المصيبة,0
هاد الأيام كمية الحقد ازدادت فالتويتر ,0
البنزرتي داير خطة ديال الجهالة,0
الأجر مع النية الحسنة و صافي صباح الخير,1
فهمتك و انا بغيت نزيدك معلومة و صافي باش نبسطو شويا,1
غير ضاحك معاك اخويا,1
فاش تنسمعها احس بفخر كبير بانني انتمي لهدا الوطن,1
كتزيد تحس بحجم المسؤولية اللي عندو شي وليدات الله يصلحهم له,1
من أجمل اللحظات عندي هو نشوف التلاميذ خارجين من المدرسة فرحانين,1
مبروك للوداد و الوداديين البطولة قريبة ان شاء الله,1
ماعرفتش اش وقع لي حتى انه اصبحت أشمئز من الخليجيين,0
معيق بزاف,0
آمين خويا,1
علينا و عليك خويا,1
اللي عنده أمه الله يخليها ليه و اللي ماتت الله يرحمها,1
وايلي التعليم فالمغرب يحتدى به ,1
ماتش ديال المرض ,0
نهاركم مبروك,1
كلامك صحيح الاحترام في هاد الزمان هو الخوف شحال هادي ما قلتي شي حاجة مزيانة,1
غير حيث كنتفائلو به بلا سوء النية الله يجازيكم,1
فالواقع البطولة اللي كتعكس المستوى الحقيقي للكرة الأفريقية هي الشأن و ما يتلج القلب هو اننا الاحسن افريقيا,1
واعرة هاديك,1
تبارك الله الكعبي عاطياه الكورة غادي يمشي بعيد ان شاء الله,1
المكان اللي تيعجبني,1
الصراحة ماشي عيب,1
خاصك تنشري هادشي راه شيق,1
خاص يرفع عليهم دعوى تعويض على الاضرار,0
كلشي فحالك و لكن بعد العسر يسرا,1
نقص شوية انت من التبرهيش و احترم نفسك,0
لا حول و لا قوة الا بالله العلي العظيم فين وصلونا,0
عزيز عليك الضحك,1
كرة القدم من العشق الى الميوعة,0
هاد السيد كيجيني احسن مغربي كيتكلم على الكورة,1
قبح الله الفقر و لو ماشي عذر,0
الإرادة و العزيمة فكرة القدم احيانا تكون فعالة على التقنيات و المهارة,1
يا ربي تربح روسيا,1
الله يخليه ليك,1
الحكم ولا راجل مزيان ,1
و الله العظيم الا انا شخصيا عذبني,0
فكرة مجهدة هادي تصلاح تكون في واقع التطبيق ان شاء الله,1
تستاهل,1
يارب يكون بخير ويرجع بالسلامة ومايطول غيابه,1
تستاهلي,1
يستاهل,1
شكون عندو يصيفطها لي شكرا,1
 الله يعطيك الصحة,1
ونعم الرجل رضا شكرا بزاف,1
خويا رضا سير الله يسهل عليك,1
نتي بعدا صدمتني فيك,0
الله يحفظك والله فرحتيني شكرا,1
الله يسلمك ياك لاباس عليكم بعدا,1
ندمنتي لي رجعت,0
بتوفيق اخويا العزيز تبارك الله عليك,1
راكم فالبال,1
ترحب بيك جنة غ ضربت طليلة حيت توحشتكم ,1
اش خباركم,1
اللهم اميين يارب جزاك الله خير اخوي,1
تحريض علي الكراهية,0
الله يكمل عليك بالخير يارب,1
عايشة حالة حزن,0
 الله يخليها سلعة من شي بعضين,0
الحمدالله ياربي علي كلشي,1
الله يفرحك,1
كتحطني امام امر الواقع مرحبا بيكم نعام سيدي,1
الله يكثر من امثالك,1
في امان الله اختي متنساينيش من دعوات الله يحفظك والله محتاجة شي دعوات من القلب الله يفرج همكم يارب,1
الله الله حنا نستاهلو ,1
بنت الدار الكبيرة مستحيل تقلق ,1
والله معزتكم كبيرة,1
ويسعدك يارب انت شخص عزيز كثير وانت عارف,1
اميين يارب والله كتفرحوني بكلامكم ,1
عيد ميلاد سعيد كل عام وانتي بألف خير وصحة وسلامة يارب,1
لاباس عليك اختي الله يشافيك,1
وجوه الويل,0
