text,target
السلام عليكم ان الدوله لا تعطي الاخبار لجميع الناس الدوله سوف تخبر الدستور هل يوجد النفط ام لا انهم الان المهندسون في المختبرات يعملون والثروت هي لجميع المغاربه وهدا خبر مفرح وعاش المغرب والله اما احفظ بلدنا من عين الاعداء والحساد امين يا رب العالمين والسلام,1
الهركاوه توحشتو للجوع والحكره هنيءا لكم بالشفاره,0
يجب مقاطعه جميع المواد لزاد التمن ديالها فورا لبغيتوهم ينقصنا الزياده اما لبقيناكنهضرواهكدا معمرناغدي نوصلوالشي نتيجه,1
حزب لا عداله ولا تنميه انا شخصيا اتمني ان يعين الملك من يسير هذا الوطن,1
اللهم انقذه برحمتك يا ارحم الراحمين يارب العالمين,1
شي مقرف اخرجو مذهب من دبرهم,1
نتمناو نشوفو في هد البلاد الخير في الوقت ديالك,1
حسبنا الله ونعم الوكيل في هاد الشفاره هلك البلاد والعباد الله اياخذ فيكم الحق,1
شعب طاب من الاحزاب كامله,1
كيفما الشعب كيساعد في المواقف السياسيه ساعدوه في ازمه كورونا اللي خلقتوها اعطيوه الحقوق ديال رخفوا عليه راكم قهرتوه و نشفتوا دمو ساليتوا من مغاربه الداخل و بديتوا بمغاربه المهجر حسبنا الله ونعم الوكيل فيكم,1
ربنا اعنا علي هد االقوم ولاتصلط علينا مالم يرحمنا ويرحم ضعفنا,1
مال شحال هاد مجال زاركم الاه يعطيكم الدل,0
هذا هو شكر للمواطنين علي وفاءهم وحبهم لوطنهم ولملكهم وكره كل من يمس وحده المملكه المغربيه يقابلونهم بهذه الزياده الغير المبرره والتي تاتي مباشره بعد الانتخابات الاخيره,1
كلشي كجكج عليه خلوه غا يتنفس,1
هذه هي الحاله لمدينه تيسه عاصمه الخيول قرب واد اللبن مكان معركه واد اللبن الشهيره مقبره العثمانيين اللتي انهت حلم العثمانيين في المغرب الحبيب,1
رجل المرحله,1
لي يقول شي حاجه انا فلاح و اعلم ما يروج,1
حشوما وعار نشوفو مدينه وقالك قطب اقتصادي وروينه بهاد المنظر فينهم المسيرين للمدينه والله عيب وعار وحشومو الدنيا عامره حمير وبغال وكرارس العبتيه في كل شء,1
مسكينه الله ايمسخك البوحاطيه,0
واش هدا سبيطار او حبس الباب ديالو كون ماكانوش كاتبين عليه كلمه مستشفي فهو تماما باب ديال الحبس هدا اللي غيبان من اول وهله للمشاهد,1
الله ارفع علينا هاد الوباء ياربي,1
نفس المشاكل عند لعرب الصحافه اخبث مخلوقات الله كاين ربي,0
سير الله يعطيك عداب الدنيا قبل لاخره المنافقين باءعي الانسانيه الوفيات كترت بسبب التلقيح,0
هاذا شاطء المضربه بتغازوت خطير والاب في ذمه الله الله يرحمو مسكين,1
باينه فيك تتقولي المعقول ه ورغم دالك نحن ضد العنف,1
مذا عن ارجاع المغرب للامازيغ الم يحتل المسلمون ارضا امازيغيه كذلك,1
تحرير الاسعار سيف مسلط علي رقاب المواطن,1
هداك حمق ضرباتو يخلي دار بوها ماشي يحرق راسو الكلخ دابا منو لمولاه الله يتولاه,0
اش من ضمان ابنادم الضامن هو الله كاع نسيتو الله نسو الله فانساهم انفسهممكاين لحكومه ولاحتي وزه كاين الله رجعو لله,1
حتي شي حزب ما وقف مع الشعب في الجاءحه حتي حزب المعارضه انقرض طيله هذه الفتره وخلاو الحكومه تنطبق علي الشعب اي حاجه تتجرب في الشعب جميع القرارات ديال 12 دليل دابا في الانتخابات عاد تيبانوا اش عندهم ما يقولوا الشعب كامل عاق وفاق بلي مكاينه لا معارضه ولا هم يحزنون كاين الكعك يقسم بين الاحزاب السياسيه وسرقه الحلويات من البرلمانانتهي,1
هناك بعض الاشخاص لا يحترمون التباعد ومنهم من لا يصدق ان هناك الوباء التقيت بشاب مريض يبيع الخضر ولما طلبت منه الابتعاد عن الناس اجابني ضربه شمس وليس هناك كورونا,1
حتي هما كيديو ويجيبو فالاباء خصهم يلقاو حل يبقاو يدوروا فيك والي كنتي متقفه سامحي ليه وتنازلي ليه,1
وعود وشهود,1
شهداء لقمه العيش في المغرب,1
ناس خاصهوم يلبسو كمامتهوم نتي,1
توفيت امي الحبيبه ادعوا الله لها بالرحمه والمغفره والجنه ولنا الصبر جزاكم الله خيرا,1
لااضن ان السيد العثماني يحس بمعاناه المغاربه والله اعلم,1
المواطن رقم واد وحدو,1
ما غديش نصوت عليه الله يخد فيهم الحق,1
اسبانيا شرات سبته ومليليه بالبكاله,1
مبروك اسي اخنوش نتمني تهلاو تزيد ببلادنا القدام بالمشاريع وتوفير فرص الشغل للشباب العاطل وتهلا لينا في مدينتنا اكادير,1
فن هما المطرناجور حضين البنات والهاتف كيشطيو حتي شبع ماء عد دخل غنده,1
ياربي تشافيه ياربي,1
هادشي راه بزاف وكثر من الطاقه,1
تحيه لقوات الامن الوطني علي مجهوداتها البارزه من اجل الحفاظ علي امن الوطن والمواطنالله الوطن الملك,1
غدي تشوفو الحلاوي حتي تستفدو من الفوسفاط عاد شوفو النفط ه 2035 في امريكا نصف السيارات كهرباءيه لمن غدي تبيعو النفط,1
اسفاه علي اسفي مدينتي العريقه,1
مستحيل تشوف دعوه الوالدين ومتعاونش هاد القناه ربي يدخلهم الجنه وبدون حساب يارب,1
اختاروا مسءوليكم ماشي غ من والا,1
هاني مرتاحالفلوس,1
من المحمديه الله اعاون اخنوش,1
شنو بغتي نهار لاوال عطاوكم 4 اشوي دارو 6 مورها 8 اوداب 11 بشوي بشوي مشي في طرب,1
الماء والشطابه الي قاع البحر اسي شباط كانت عندك فرصه ولكنك غدرت باهل فاس,1
نتمني هذه المبادره في اقرب وقت لا شيء صعب الكل يتحقق بالعزيمه نتمني للمسءولين التوفيق ما ضاع حف وراءه طالب,1
لا شافي الا الله  المرض اهون من الذول,1
الله اشافيك,1
اصلا اللي كيهز بدو علي امراه ممربيش همجي,1
اش واقع شفت غير كل شويه يشعلوها في شي قنت كاين شي مخطط باش يجوعوا المغاربه هادشي ماشي نورمال,1
وفينهوا اخنوش دابا تينتاقم من المقاطعه لي درنا علي الحليب ومشتقاته,1
هادي هي التربيه لي قالكم شحال هادي اوي كونو رجال وديرو كيما درتولو فالغازوال باش هو يتربي,1
انها لا تعمي الابصار ولكن تعمي القلوب التي في الصدور صدق الله العظيم,1
سرنا هدشي لي نستاهل,1
سبحان الله لاحضت لحاجه لي تصري فالجزاءر بعدها يكون نفس الشيء عند الاخوه لمغاريه هل للجزاءر تاثير فالمنطقه او هاذه زيادات فالعالم كله,1
فين قانون حمايه المستهلك 0831 ما دوره الضريبه الغير المباشره فرضتها الوله علي السلع الضروريه ارحم في الشعب يا قانون بلاد 0831 تدليس الاكراه علي المواطنين,1
هاذا فقط توقعات شركه بريطانيه ليس هناك اي تنقيب لحد الان المغرب خاءف من اي عمليه نصب من قبل شركات تنقيب مثل ما صار مع شركه امريكيه لا تنشرو اخبار زاءفه حتي تراه بام عينيك *ممنوع الدخول*,1
نوع من البشر متخلف لا احترام لحرمه المءسسه التعليميه ولا لرجال ونساء التعليم الي اين نحن ذاهبون بهذا العنف المتوحش في حق المربين وما هي القيم التي سنمرر الي الاجيال القادمه في ظل هكذا سلوك وجب الضرب من حديد علي كل من بقوم بمثل هذا العنف المشين لاسترجاع هبه رجال التعليم وهبه المءسسات التي يعملون بها من اجل اصلاح المواطن وتربيته والرقي به عار ان يقوم رجل بضرب امراه وخاصه انها مربيه وتدير مءسسه تعليميه يدرس فيها ابنه هل بهذه الطريقه نجازي من علمنا ويعلم ابناءنا لا حول ولا قوه الا بالله العلي العظيم,1
درتو ويا ريتني مدرتوش ويارتني بقيت بعيد عن هاد لاخبار ديال لمرض بقيت حاضي هدشي حتي توسوست ومشيت شريت هاد تيست ومع قستو مرضت دابا مشا ليا شم ودوق وفيا سخانا حسبي الله ونعم الوكيل فهاد لمجرمين انا ماكد انه هو سبب *وجه يبكي*,1
حنا لحقت خميسن,1
مزيان اخويا فضحتيهوم,1
هاد توبي وخد 200درهم اكيدوي افينهوا تباعد الاجراءات صارمه زعما واش مبقاتش كورونا,1
يقول الله تعالي انا بلوناهم كما بلونا اصحاب الجنه اذ اقسموا ليصرمنها مصبحين  ولا يستثنون  فطاف عليها طاءف من ربك وهم ناءمون  فاصبحت كالصريم  فتنادوا مصبحين  ان اغدوا علي حرثكم ان كنتم صارمين  فانطلقوا وهم يتخافتون  ان لا يدخلنها اليوم عليكم مسكين  وغدوا علي حرد قادرين  فلما راوها قالوا انا لضالون  بل نحن محرومون  قال اوسطهم الم اقل لكم لولا تسبحون  قالوا سبحان ربنا انا كنا ظالمين  فاقبل بعضهم علي بعض يتلاومون  قالوا يا ويلنا انا كنا طاغين  عسي ربنا ان يبدلنا خيرا منها انا الي ربنا راغبون  كذلك العذاب ولعذاب الاخره اكبر لو كانوا يعلمون,1
بغيت تصوتوا غير علي اجنون,1
وهذا ينطبق ايضا علي الصحراء الغربيه المخزن مطالب باخلاءها في اقرب الاجال,1
انتما شلاهبيه لي كيقضي عليكم هو المخزن,0
نعلم جيدا ان هناك من يموت بسبب اللقاح فالذي ياخذ التطعيم لا يعلم انه سيموت ام لا اذن اذا مات فهل يحسب من المنتحرين والمعروف عند المسلمين ان من ينتحر مصيره جهنم فما هو راي الفقهاء الله يرحمكم,1
واش لبحر ديال لكراء,1
عندك زيت كلها مرض باش بها,1
حاليا لسنا بحاجه لمثل هذه الحركات المغرب يتعرض لحمله شرسه من طرف اعداءه الذين يسعون الي تقسيمه و لسنا بحاجه لكلاب الداخل يزيدو الطين بله نحن كمغاربه احرار في الجهه الاخري نساند قرارات الدوله ونطالب ليس فقط بابقاء الخونه مسجونيين ولكن ايضا سجن من هم لازالو احرار يبثون سمومهم ليل نهار في عقول الشباب و اولهم المهداوي لا لاخراج الخونه من السجن اين هءلاء الكلاب من موازره بلدهم في هذه المحنه التي يمر بها لو كان بيدي سلطه لسجنت كل من شارك او حضر لهذا المءتمر لان الظرفيه غير مناسبه تماما لعقده حاليا اللهم انصر المغرب علي اعداءه في الداخل والخارج,0
سي عزيز اخنوش ابن مدينه اكادير مبروك عليك رءاسه الحكومه رجل متواضع بشهاده الجميع بالتوفيق ان شاء الله,1
الرجل وطني,1
الله يرحمو و صبر عاءلتو و صبرنا تا حنا يا رب,1
ماهو دور النبي في دين,1
بان ليكم غير لحشيش كتقلبو عليها بارده سيرو ضربو صنادق فالسواق علي كتافكم سيرو لتبنايت طشرونات راه الافارقه دارو لاباس منها سيرو لمرسي مع 4 صباح متقدوش ولفتو نعاس والدوخه والتشرميل,1
بان ليك غير الحشيش والسرقه مبانش ليك تخدم بدراعك تدير الفاكهه الخضره عطاه الله باش تدخل الحلال وانت ما وليت باغين تستعمر ارض الله سبحانه كل خطوه خاصنا نخلص راكم قهرتونا مبقيتوش بغيت ترحمونا وترحم جيوبنا راه تحني مغلوب علي امرنا يلاه مكافين مع الوقت نبغيو نمشي نفوج كتخرج لينا بخلص خلص وبزاف عيقت علينا حتي المغرب كلو ولا سايب وفيه الفوضه لي هدر يقول الجماعه معنديش الحق الجماعات يكريو البحر والشوارع والازقه راه عيب هادشي عيب,1
علي الانجازات ديالو الراءعه الله ينعل اللي ما يحشم,1
الله يرحمهم,1
المسءولين مقاتلين مساكن مع الزمان شكون غادي ادير فيلا حسن من الاخر و فيرما حسن من الاخر,1
عشره سنوات ونتوما في الحكومه واش درتو,1
المغرب الله يرحموا علامه الساعه,1
لقد فاز الحوت الازرق,1
غير مقنع حرفتهم الكلام والكلام والكلام من اجل التغطيه علي سياساتهم الفاشله ولكنهم يستطيعون بذلك استدراج المواطنين البسطاء والاميين,1
قاليك كتطلب سيدها محمد و مولاها الحسن و الجلاد الحموشي اش هاد الجيل اش عايشيين العبوديه فالدم,0
الخونه المنكوحين الله يخليها سلعه,0
الحكومه السابقه الله ياخد فيها الحق انتقمت من الشعب المغربي و خلاته يعيش ازمه الغلاءه قاليك العداله و التنميه,1
هذه الاسطوانه لا تنتهي وما يعانيه الناس,1
كون كان التلقيح نافع كاع مينتشر المرض بهاد السرعه ومغاديش اموتو ناس لي ملقخين فاش بحره بديتو التلقيح كالتو لناس بانه تيحمي من دخولكم الانعاش ومن الموت ولينا نشوفو الموت والانعاش غير عند الناس لي ملقخين اش هاد التناقد كيف بغيتو ناس باقي تيق وغامرو باولادهم الاطفال خط احمر حسبنا الله ونعم الوكيل فيكم,1
احسن قرار الصراحه لان اتمنه الكراء ليس في متناول الجميع و استغلال الاماكن و مساحات الشاطء باكمله,1
ياك حنا تونس كولها دوله او قادين بها ولا مقادينش بروسنا او قادين بالناس المهم تناقضات,1
لا لتلقيح التلاميذ,1
الله يوفق *ممتاز* *ممتاز*,1
ساقط 100100 ضعيف جدا بن كيران افضل منه بكثير لماذا اخذ مكانه,1
لااله الا الله هذا لقدرت نقولكم الله اعوضكم خير ان شاء الله يارب,1
مبروك وبالتوفيق ان شاءالله,1
ان بغيت نعرف علاش هد سياره كامله واش 2مكفينش هه,1
الله ينصر بلادنا المغرب وينصر ملكنا الغلي محمد سادس,1
عندك الحق ولكن شكون لي سمعيك الله ياخد فيهم الحق,1
منذ بدايه التلقيح ارتفع عدد المصابين وعدد الوفايات وظهرت المتحورات فاين هي المناعه الجماعيه التي يتحدثون عنها,1
كيف تكون رجال نرجعو اراضيكم ه الصحراء الغربيه هي اخر مستعمره في افريقيا,1
راهم زادو في كولشي خاص نقاطعو كلشي نشرب معاهم غي لما,1
فكره مزيانه نديرو بحال فرنسا,1
قول بدون فعل حسبنا الله ونعم الوكيل,1
يشبه الله عز وجل حال الدنيا وسرعه زوالها من اهلها مع اغترارهم بها بالنبات حيث لا يلبث حتي يصير هشيما كما قال تعالي واضرب لهم مثل الحياه الدنيا كماء انزلناه من السماء فاختلط به نبات الارض فاصبح هشيما تذروه الرياح وكان الله علي كل شيء مقتدرا الكهف 45,1
الله يرحمه يارب العالمين,1
لا حول ولا قوه الا بالله الله يرحمهم ويصبر والديهم,1
السلام عليكم انا شابه من فلسطين *علم فلسطين* انشر ما يقع في جميع المدن اتمني دعواتكم و دعمكم لنا *وجه يبكي بصوت عال* *وجه يبكي بصوت عال* سننتصر باذن الله *وجه يبكي بصوت عال* *راحه اليد معا* *قلب مجروح* *وجه يبكي بصوت عال* *بدله القلب*,1
محنك نيت ه ه,1
الله يخد فيكم الحق,1
ياربي يعتقوه,1
حتي وان اكتشفو الدهب المدهب,1
ان اغنياء المغرب وحكامها لا يريدنا ان يكون لي المغاربهبترول لانهم يريدون ان يبقي المغرب فقير باش اديرو فيه ما بغاو,1
بعد علي الفصحي,1
تحيه لك*قلب احمر* ولكل العرب*قلب ازرق* اخوكم من سوريا*علم سوريا* باقي10علي1070مشترك*قلب بنفسجي* *قلب ابيض* *قلب اسود* *قلب برتقالي* *قلب اخضر*,1
باه كان راجل,1
ماشاء الله عليك *قلب احمر*,1
البحر خايب غدار,1
الله يسهل عليك برافو ماشي بحال دوك الشميت لي كينعس ومراتو خدامه عليه,1
الشاطء الجماعه اللي خاسها تنضفو ماشي انت تاتستهلكو الاماكن العامه اللي خاسها تكون بالمجان انتم واصحاب الجيليات,1
كلكم يااحزاب النداله واللصوص والفساد والسرقه ونهب وفقر وقهر الشعب المغربي الطيب نعله الله عليكم وعلي امتالكم ياظالمين لانريدكم,0
الفلاح فالمغريب فقير والفلاح فوروبا عيش مليك *يتدحرج علي الارض من الضحك* *يتدحرج علي الارض من الضحك* علاش زعما,1
ياك بغاو المساواه وكان يضرب مها ديك ساعه علاش غنحرق راسي يجي راجلها نضرب دين مو تاهوا و منحرقش راسي يجي خوها نفركع مو تهوا,0
الله اسهل عليكم شي ابوني الي ممكن,1
اسبانيا لا تسمح في شبر واحد من اراضيها فسبته و مليليه اسبانيتين وليس لهم علاقه مع المغرب منذ قرون,1
الطبيب و الشافي للعباد هو الله تبارك و تعالي,1
الكل يقول بان العثماني طبيب نفساني اشك في ذلك,1
بني ملال مدينه زوينه ومضيعينها المسامر المصديين لي فيهاوالمافيات لي حاكمينها,1
انت كتخربق كثر منو,1
انا نفس الشيء في اليوم الثالث من العيد دهبت لاجرا تحليله في المركب الثقافي ابي عنان بالدار البيضاء وجدت اعداد كبيره تنتظر دورها بالاضافه الازدحام و التدافع و نظرا لدلك توجهت لمختبر قطاع خاص ب 500 درهم الله استنا يا رب المسءولين تراخو في قيام بدورهم و هم سبب ما نحن فيه فتحت الحدود و فتحت معها جميع القطاعات و اانا الان اعاني مع زوجي و اولادي من كورونا,1
مساء النور عليكم جميعا والله يفرج عليكم جميعا يارب ليس امرا ولكن فضلا لمن اراد ان يساعدني في هذه القناه الله يفتح عليكم الابواب المغلقه يارب,1
هد الشعب خاصو العداب كتر من هدشي,0
الكذب و النفاق,1
اولا اقلع تلك الكمامه النساءيه بوردتها الحمراء وضع كمامه رجاليه كي تبدو كالرجال هذا اولا,0
لا حول ولا قوه الا بالله حسبي الله ونعم الوكيل ماذا يحدث في دوله المغرب,1
جاو الصيده ما طحنتوهمش مجبتوش الكميو ديال الزبل الوليد دار مزيان و ولدو فرع الشعب قاد غير شوميز ديما تشفارت و دبا اخنوش جا بعد الانتخابات الصليخ زنقه هيلالا سي عزيز زيد سي عزيز العزيز غزو الله و الشفار ضرب الله,0
والله الي قهرونا بالزيادات في المواد الغداءيه علاش حشومه,1
المغرب كامل هكا غير دوز وسير كيدوز طريط كيدور مع رءيس الجماعه وسير ولكن المواطن هو ليفه المشكل حيت حنا مكنهضروش علي حقنا,1
اعداء الله,1
العثماني حكرتو عليه او هاد حوت البر والبحر وحتي السماء ماقدرتوش حتي تصفرو عليه شعب المرقه مع الرابحه والله حتي تندمو علي هادشي,1
مافيا المختبرات مع مافيا الفساد في البلاد سفكوا دماء الشعب فاغتنوا واصبحوا اثرياء فعلي الشعب المغربي ان ينتفض ويقف سدا منيعا في وجه هوءلاء المجرمين فوزاره الصحه التي خذلت الشعب بنفاقها وكذبها لقد نهبت اموال كوفيد الاولي وستزيد نهب اموال الثانيه وانا اطرح سوءال اين قاءد البلاد,1
الله ياخد فيهم الحق,1
يجب مقاطعه المنتجات الاسراءيليه,1
انا كنقرا فهاد المءسسه او دخلوا عندنا اوعطاو لواحد البنت تحفظ ورقه او قالولنا لبسوا الكمامات او تستفوا او بقات تعاود لهدره شي 5 المرات يخ علا علي مءسسه كيدايره خانزه,1
الله يمسخه,0
لاحول ولا قوه بالله العلي العظيم,1
نااري علي النفاق وحتي من بنت بيشه واشنكلي مترشحين ماكيعياوش من زياده المال,1
السلام راه الي اكتر خطوره هي الاكتضاض والتجمعتت العاءله ياه نسيت لان الفايروسات باقي في تزايد والله اخليكم واحفضكم لوالديكم وليداتكم الي فيه كرونا اعزل راسو في دارو واحاول تقوم به فاميلتو وياخود المكملات الغداييه والغداء الصحي ووابعد حتي اتشافا لاحول ولا قوه الابالله العلي العظيم واخليو الي في حاله حرجه الشافي المعافي سيدي ربي الحنين,1
شهيد الابوه,1
زيرو رواحكم انتم المطالبون بتحريير ارضكم,1
اللهم هدا منكرالله يعدبهم دنيا واخره هادشي فات الحد هدا الاهمال ولا مبالات بصحه المواطن,1
الحراك ضد النضام المخزن و الملك اين هم الاحرار,1
اسباب مشاكل المغرب هو هادوك الماركات لي كيكولو الله ياخد الحق و لك الله يا وطني والحساب عند الله غي يبغيو يبردو علي راسهم,1
اسوس معندهومش الماء الشريب,1
لولا جار السء لاحررت سبته ومليليه لان قضيتهما محسومه جغرافيا,1
يالله ياربي تشافيه مسكين,1
الله يحفظ اختي الكريمه الحبيبه الله يسعدك ويوفقك يارب العالمين *قلب احمر* *ممتاز* *ممتاز* *ممتاز*,1
كلشي ولا فقيه مراتو وهو حر فيها تلبس اللي بغات مجموعه المكبوتين والمكبوتات حديتو من الدين غير اللباس اما العمل الجاد والنزاهه ومساعده الاخرين والتسامح والكف عن الغيبه والنميمه وتتبع عورات الناس متعرفوش ليه,1
قاطعوا كولا المواد الغذاءيه الي زادوا فيها وخليوها ليهم حتي تسوس ليهم اما زيت عودوها بي زيت زيتون وسلينا,1
والله مابيني عليك مريضه نوضي باركه تبوحيط,1
الاستعمار الاسباني لسبته ومليليه وتدخلها ووضع العصي في عجله تطور وتنميه المملكه المغربيه واضعافها اقتصاديا وخلق كيان وهمي في ارض المغرب حتي لا يفكر في رفع المستوي المعيشه و محاربه البطاله للشباب المغربلدي رفع يده عن حبس هذا الشباب وترك اسبانيا التي تسعي بكل حهدها علي سياسه المكر والاستنزاف ان تتكفل بهءلاء الشباب او ترك المغرب يعمل في سلام في بناء اقتصاد قوي لمنع الهجره الغير نظاميه حمايه لاوروبا اولا قبل المغرب,1
مرحبا لمن يرغب في تعلم اللغه الانجليزيه *زهر*,1
اكفس حكومه دازت فتاريخ المغرب ولله الذي لا الاه الا هو غادي تعيشو المعانات في الحياه قبل الموت بسبب الدعاوي ديال الناس,0
اقسم بالله الواحد الاحد كون مكانش سيدنا نصره الله وايده والامن ديال بلادنا كون راهم سباو لينا عيالاتنا اوشرد موتانا او فتن وليداتنا فيعوض ميهز ستيلو يعتيوه سلاح اويغتاصب ليه مو باءسم الدين كيفكرو غير في الفلوس او النكاح الله ينصر وعز الامن ديالنا وخليه تاج فوق الراس امين الامن او صيانه الحريات والتعايش معندو تمن في هاد الوطن الغالي بوليداتو اوبانا هو صاحب الجلاله الملك محمد السادس او القدوه ديالنا هو الرسول محمد عليه الصلاه والسلام وربنا هو الله الواحد الاحد وسيادنا هما الامن ليكيسهر علا امن وسلامه خوتنا اوليداتنا,1
يجب تم يجب بدون فعل اي شء,1
لا حول و لا قوه الا بالله,1
لاللتطبيع مع الصهاينه المخزن الخاءن الذليل والخبيث لاللعبوديه,1
والكوليخ يقول عاش*وجه غاضب*,1
مبغناهش الله ياخد فيك الحق العثماني سير فحالك,1
الله الله,1
نعم القدر فوق كل شيء لكن وجب الاخذ بالاسباب,1
واش مات,1
لشكر فيلسوف دو جوده عاليه في اللسانيات والكلام الطاءر في السماء المليءه بالغيوم والعصافير المغرده علي انغام الحاجه الحمداويه,1
راخاص جلاله الملك يدافع علي الشعب الفقير*مءشر لافتا* *وجه يبكي بصوت عال* *وجه يبكي بصوت عال*,1
اذا كانت الدوله تخاف علي المواطن فعليها تقديم له الخدمات بغض النظر عن الوباء,1
نستحق اكثر من هذه الزيادات لاننا شعب ناءم وكلما زادت السلع صفقنا لهم وشكرناهم علي تفرعين والحكره الفقير ضاع في غابه الذءاب ولا احد يستطيع ان يقول لا نحتاج لوقفات ونضالات ضد شلاهبيه ومصاصي دماء الشعب,1
مشاءلله عليك,1
اين اللغه العربيه في حياتنا ماتت من زمان,1
اللهم اني اسالك باسمك الاعظم ان ترزق صاحب اليد التي تظغط اشت راك فرحه يخر لها ساجدا من الفرح ويحققلك كل امانيك يارب العالمين,1
شلح غير في انتخابات,0
هذه السلاله احسن من الصردي في الاكل,1
والله الي قلبي ضيرني حيت اختي صغيره ماتت في غرق شربت ماء ماتت ام دك منقد سباح جا معطل زيدو عليهم اسعاف تعطلت عاد جات بنت مشا فيها الله يرحمها ربي يصبرني,1
انتما ماشي شوافه ولكن انتما خوافه,1
الله يشافيه ويعافيه,1
مرشح غير موهل لايهتم بالفقراء,1
ه والله حتا تتحلمو,1
انتم 46 سنه وانتم في ااميدان واكلين شاربين بخير وعلي خير,1
باز اعليك,1
شوف اسي اخنوش متشوفش البلايص الي خدمتهم والبلايص الي عطاوك صوتهم بغيناك تخدم المغرب كل بدون تمييز بمجهودك غاتخلي المغرب كل يصوت عليك المره الجايه باقتناع بمجهودك حتي الناس الي رافضين يصوتو الي شافو مجهودك غايصوتو المره الجايه,1
حزب العداله والتنميه الي جهنم,0
كفاش التلقيح واش نتا عالم اوبءه واش عندك شي خبره في صناعه اللقاحات العلماء النزهاء اصحاب الثقه والصدق يقولون ان اللقاح يضعف ويدمر المناعه نتا باينا محفضينك شنو تقول راه عقنا بيكوم قاليك كنتمنا مجانيه اللقاح تبقا مستمره ه راه غير لي مبغاش يعيق بالغدر ديالكوم راه لي لقح راسو بالسم والله مايعقل عليك شي حد اذا طرات ليك شي حاجه لانه معندك ضمانه تمشي لصبيطار متلقاش بلاصتك,1
القوي يبحث عن القوي دفع اللاقالق ترحل,1
خاص تكون المقاطعه شامله للمواد الغداءيه الاساسيه حسبي الله ونعم الوكيل في اعداء الوطن,1
رومو ليمن,1
مكلخين اش بغاو التحليله يمشو ياخدو دوا نيشان,0
اوا لا ماشي احرق راسو خاص الانسان اعرف ان الانتحار يردي الي جهنم بدليل في القران والسنه الي ظلمك او اهانك مخلوق لتاجيء للخالق ودعي عليه نتسلحو بالايمان ماشي نزيد علي راسي ونءادي نفسي والله اغفر له ولخيتنا الظالمه,1
الله يرحمها مسكينه حنا غير داويين السر داتو معاها,1
سبته المحتله ومليليه والجژر المحتله ارض مغربيه لانقاش,1
تستاهلي اكثر ياما عانيت مع ليبحالك عاد تفكينا منكم ها ولادنا دوزو الباك اخ,1
يجب ان يتمم هذا المنع حتي في الدارالبيضاء انا اليوم بغاو يمنعوني من وضع البارسول ديالي في الواجهه الاماميه التي تم احتلالها منطرفهم بالاضافه الي الثمن الباتش امراء البارسول,1
اللهم ان هدا منكر المغرب اصبح اغلي من اوروبا نحن لا نعاني من هدا الغلاء فء اوروبا و لكن نتالم لاخواننا في المغرب حرام هدشي,1
لا لجواز تلقيح ومن اراد تلقيح فليهب و يلقح,1
فيقو المغاربه المخزان اصبح من صهاينه,1
عظم الله اجركم والله يصبركم,1
مال لبحر كيال باك البحر ديال الشعب,1
الله ياخد فيك الحق,1
الله ارحموا ويخد حق فيها,1
الحمد لله خويت ديك البلاد *وجه مبتسم*,1
لا خير يرجي ممن يتاجر بدين الله ليغرر بالمسحوقين والمقهورين ولا ثقه في من انتهز الفرصه وسرق نضال حركه 20 فبراير لتحقيق مصالحه الشخصيه,1
اقتراح مضحك فعلا,1
عطيونا خبار هاد الرجل مسكين واش عتقوه,1
المهم رغم الغلاء تاتشريو هاذ المواد يعني انتم قابلين,1
و شدوها تتخوي في لما فيديو ديال تبي,0
عافاكم قولولينا واش هاد السيد بقي حي,1
لا لا لا يجب ان يكون الاستقلال كاملا او بلاش كفانا ما عانينا مع مشكل الصحراء,1
الا بعتي حشيش تمشي حبس الا سرقتي تمشي حبس خصك تهضر علي حقك بدون تهديد,1
الله ياخذ الحق فكل ضالم خصها تحسب هذي مجريمه,1
الله يخد الحق من عند الله اما العبد غي سباب,1
سيبقي الطفل في صدري يعاديكم,1
حزب العداله والتنميه سقوطه سيكون مءلما واغلب اعضاءه سيلتحقون مستقبلا بتخصصاتهم فمثلا المهرج بنكيران بعد كورونه سيشتغل حلايقي بساحه جامع الفنا والعثماني سيلتحق بمستشفي المجانين ببرشيد ووزير الطاقه سيلتحق بكرسي الكهرباء قصد تزويده بالطاقه الكهرباءيه و,0
لن او صوت واشهد زور,1
لهاونا با لانتخابات وزادو في لاسعار كلشي غالي كولش زادو فيه اللهم هدا منكر,1
الله يعاونوا ويبعد عن المجال ماشي اختصاصه يترك التاهيل الشامل للرجل المناسب وذوي القرار المصاءب للبلاد,1
الله ياخد فيها الحق حشومه عليها والله الولد تيترزق علي الله تسلطات عليه هاد الشارفه رزاتو في حياتي و رزات والديه فيه حشومه فين هي الانسانيه,1
العثماني ليس له شخصيه في الحكومه وليس له كلمه في المجتمع,1
في الحقيقه خصنا رجعوا لعادات الحريره والتمر والخبز واتاي واللحم من العيد للعيد,1
ياربي السلامه يارب,1
يا معشر العياشه المجاعه قادمه اليكم,1
