"index","comment_message","sentiment","comment_published"
"4959","باراكا من هاد اللغة الانهزامية.. ما سيحدث  هو اننا سنقط دولة المخزن","N","2016-10-30 07:11:48"
"4960","ماتنساوش الاخوان نضام هيتلير في الحسيمة","N","2016-10-30 07:18:50"
"4961","بنكيران هو الحمار الذي يركبه الملك لقمع المواطن الفقير،انهض يا شعب من نومك","N","2016-10-30 07:20:18"
"4962","حمار بن كيران مقدمش العزاء للشهيد محسن فكري ماذا تنتظرون من هذ اللكلب","N","2016-10-30 07:25:02"
"4963","عزاؤنا واحد لمحسن فكري و لساكنة الريف.","P","2016-10-30 07:26:25"
"4964","الغريب في الامر  انه بعد مرور اكثر من  24 ساعة على الجريمة  لم نسمع  اي تصريح من الحكومة او من السياسيين، إنها فعلا قمة الاستهتار بالشعب","N","2016-10-30 07:36:57"
"4965","ماشي هضرة هذي ابنكيران الامور واضحة مت تحتاجش تحقيق السيد تقتل والقتل يعاقب علية الدستور. نطالب باعدام القاتل النفس بالنفس","N","2016-10-30 07:42:04"
"4966","حرام عليكم شوهتو بنا قدام العالم و هَديك ماشي دولة.......  حشمتو بنا كتقتلو فالشعب بحال الدجاج مغرب الخزي و العار اين هي انسانيتكم و مغربيتكم ..","N","2016-10-30 07:42:45"
"4967","#كلنا_كحسن_فكري
الله ارحموا😢😢😢","N","2016-10-30 07:42:49"
"4968","كلنا سنموت بهذه الطريقة وأبشعها إن بقينا رعايا وليس مواطنين أحرار","N","2016-10-30 07:43:18"
"4969","الله يرحموا خويا او الله يعظم الاجر و عزاؤنا واحد في الفقيد محسن فكري","P","2016-10-30 07:45:17"
"4970","تعزينا حر شعب الحسيمة","P","2016-10-30 07:45:34"
"4971","بانت ليا الحسيمة ما فيها حتا بوليسي!! مخبيين خايفين عى راسهم","N","2016-10-30 07:45:38"
"4972","مكان غير طحن لا تحقيق لا 6 حمص واش دولة أتوقف ضد المخزن ادا وقع العكس عرف بلي الشعب يحكم","N","2016-10-30 07:45:43"
"4973","هذا السيد مبدع هو مبدع حقاً ماشي ااسماً في التشلهيب والتزوير،  جاء من نواحي الفقيه بن صالح ووصل الي الوزارة وهو أمي!!؟  الأولى بالفصل لعدم الاستحقاق.","P","2016-10-30 07:46:37"
"4974","هو اول المتورطين فقر أفقر شعبه

يجب عزل الملك فورا!! 
الإطاحة بالملك و المخزن و بن كيران!! 

#طحن_مو","N","2016-10-30 07:46:38"
"4975","المسؤول هو المخزن الفاسد وزارة الداخلية وأجهزتها الهمجية الإرهابية","N","2016-10-30 07:46:41"
"4976","نطالب بعدمهم او بطحنهم بنفس الطريقة التى توفى بيها محسن فكرى","N","2016-10-30 07:46:47"
"4977","تحية لناس الحسيمة المغاربة الحرار","P","2016-10-30 07:47:11"
"4978","يجب على كل الريفي أن يخرج للشارع مطالبا بحلين لا تاني لهما إما العذل أو الاستقلال الريف والعاصمة الحسيمة.... ولكم واسع النضر..... والسلام   ع","P","2016-10-30 07:47:13"
"4979","هو الأول من يأمر بطحن مهوم افاكيووو","N","2016-10-30 07:47:13"
"4980","يجب محاسبة مجرمي الدولة","N","2016-10-30 07:47:26"
"4981","نطالب باستقالة الوزير الحموشي لأنه المسؤول الأول عن ما جرا للمرحوم فكري ادا كان هناك سيادة للقانون في هذا البلد","N","2016-10-30 07:48:17"
"4982","سيتم محاكمتهم وبعد شهرين العفو الملكي...
#طحن_مو","N","2016-10-30 07:50:53"
"4983","على الاقل وضعنا احسن من بلاد طحن مو ..
وصلت الفكرة..شكرا","P","2016-10-30 07:51:22"
"4984","أنا محسن فكري رحمه الله.","P","2016-10-30 07:53:17"
"4985","خوافة شعب خواف ها الدور جايكوم اصلا طاحنين مكوم او كالسين على القرعة  او عاجبكوم الحال في غايمشي بنادم #طحن-مو","N","2016-10-30 07:53:42"
"4986","حسبنا الله و نعم الوكيل في المجرمين و االله يرحم فكري مسكين و ادخلو الجنة النعيم","P","2016-10-30 07:54:36"
"4987","استعمال الرصاص اهون بكثير من طحن الانسان في شاحنة الازبال","P","2016-10-30 07:57:22"
"4988","ارجوا من عائلة المرحوم ان ﻻ تصغي لوزارة الداخلية و تهديداتها واكاديبها وان يحاكم رجال الشرطة اوﻻ والسائق  باركة من لكدوب","P","2016-10-30 07:59:22"
"4989","بنكيران لا يهمه سوى صوت المواطن و مصلحته هو الخاصة، و نسي انه سيحاسب امام الله على كل ضلم وقع على المواطن","N","2016-10-30 08:00:31"
"4990","صباحكم انتم سعيد لأنكم تتلددون بطحن البشر أما نحن في حداد اشك في مغربيتك من الأحسن إرحل إلى الخليج","N","2016-10-30 08:01:29"
"4991","الحسيمة هادئة من يروج هده الصور ويريد اشعال الفتنة","P","2016-10-30 08:02:43"
"4992","اللهم ارحمه وانتم اشد انتقام من قتلته فكلنا محسن فكري الدي كان يعيش بعرق جبينه","P","2016-10-30 08:02:51"
"4993","#نفيقو  زمل  بو  هاد  الفتنة  
#طحن مو  
#الحسيمة  تحترق","N","2016-10-30 08:03:05"
"4994","قتلوه و كي عزيو فيه العزاء لي يمكن يبرد غليل عائلة الفقيد هو معاقبة لي قال طحن مو بشدة","P","2016-10-30 08:04:12"
"4995","اللهم ارحمه وارحم الضعفاء .السياسة كتخدم مصالح الطبقة البرجوازية المنتفعة .لا بد ان تكون ثورة في الادارة المغربية في كل اتجاهاتها .","P","2016-10-30 08:08:37"
"4996","لا أفتخر #ببلد #يطحن ابنائه","N","2016-10-30 08:10:04"
"4997","هدشي ماشي جديد عند الامازيغ .. الامازيغ رجال احرار و حق الراحل الشهيد #محسن_فكري لن يضيع ✌✌ رحم الله الفقيد واسكنه فسيح جناته","P","2016-10-30 08:10:20"
"4998","ولد الصلوبرا شحال من بنت غتاصب في المغرب طحنوا موا","N","2016-10-30 08:10:56"
"4999","كان من المفروض تكون الآن في الحسيمة
مشي تعطينا هده الهضرة لخاوية","N","2016-10-30 08:13:06"
"5000","الله آرحمه كلنا محسن فكري من مدينة تطوان الله يأخذ الحق في الظالمين","P","2016-10-30 08:13:09"
"5001","من الســــــــــــــــــــــــــــــودان نقف قلبا وقالبا مع قضية محسن فكري ومامشي معاكم باس","P","2016-10-30 08:14:40"
"5002","الله آرحمه كلنا محسن فكري من مدينة وادي زم الله يأخذ الحق في الظالمين","P","2016-10-30 08:14:40"
"5003","يجب على كل الريفي أن يخرج للشارع مطالبا بحلين لا تاني لهما إما العذل أو الاستقلال الريف والعاصمة الحسيمة.... ولكم واسع النضر..... والسلام.","P","2016-10-30 08:14:43"
"5004","بلد المغرب من مدينة الحسيمة رحمه الله و غفر له","P","2016-10-30 08:15:02"
"5005","إلياس العماري الخائن الاول  لريفنا الحبيب، يليه جميييييييع الاحزاب بدون إستثناء، تحت إشراف.....
#واخا_تعيا_ما_تطفي_غا_تشعل_غا_تشعل","N","2016-10-30 08:15:11"
"5006","قبل ما تظاهر على المجرد تظاهر على الشهيد فكري","N","2016-10-30 08:15:21"
"5007","#محسن_فكري إن لله و إن إليه راجعون","P","2016-10-30 08:15:39"
"5008","لا حول ولا قوة إلا بالله.الله يرحموا شهيد الحسيمة والمغرب كله.","P","2016-10-30 08:16:12"
"5009","ولكن لماذا الاعلام الامازيغية لما تفرقة فكري هوا مواطن مغربي وندافع عنه كمغربي","P","2016-10-30 08:16:51"
"5010","الله يرحموا خويا محسن فكري","P","2016-10-30 08:17:01"
"5011","رحم الله المرحوم محسن فكري وانا لله وانا اليه راجعون ورزق دويه الصبر والسلوان","P","2016-10-30 08:17:28"
"5012","اللهم ارحمه برحمتك الواسعة واسكنه فسيح جناتك وألهم أهله وذويه الصبر على فراقه.
كلنا محسن فكري","P","2016-10-30 08:17:31"
"5013","العياشة: الله انصر سيدنا محمد السادس  صلى الله عليه و سلم  !","N","2016-10-30 08:18:13"
"5014","العز لريافة ولرجال الريف اولاد مدينتي ااحسيمة والله ياخذ فيهم الحق","P","2016-10-30 08:21:08"
"5015","قبل مقتله آخر كلمة قالها ...عاش الملك عاش الملك ...اللهم احفظ لنا ملكنا ...رحمة الله على فكري","P","2016-10-30 08:21:15"
"5016","ياعلى عقليه محمد السادس اش دخلو بالموضوع لي رموه في شاحنة الازبال كنتو تبعوهم ليه ولا حدكين بلابلا","N","2016-10-30 08:24:49"
"5017","المسؤولية الكبرى على عاتق الكومسير الذي أمر بتشغيل محرك الشاحنة مع كلمات نابية طحن مو .يجب محاكمة صارمة ضده","N","2016-10-30 08:24:56"
"5018","إكرام الميت دفنه بدون فوضى الله تعالى معنا و معكم في هده المحنة الله يخليكم الحيطة و الحدر كلنا محسن فكري","P","2016-10-30 08:25:44"
"5019","علاش مقلتوهاش نهار السبت في الأخبار ولا حتى تاخدوا الترخيص من وزارة الداخلية ويدخل الملك عاد تقلوها قنواة الدل والعار","N","2016-10-30 08:25:58"
"5020","الســــــــــــــــــــــــــودان نقولكم مامشي معاكم باس ونوازرة قضية محسن فكري ولا حول ولا قوة الا بالله","P","2016-10-30 08:27:34"
"5021","المتورطون :
1: اخنوش
2: حصاد
3: بنكيران","N","2016-10-30 08:28:04"
"5022","الســـــــــــــــــــــــــــــودان نقف قلبا وقالبا معكم لموازرة قضية محسن فكري  ومامشي معاكم باس","P","2016-10-30 08:29:36"
"5023","طحنونا و حرقونا و قمعونا هادشي بزاف علينا ؛ الله يرحمك ا خويا متواك الجنة ان شاء الله","N","2016-10-30 08:29:55"
"5024","لا إله إلا الله محمد رسول الله 
إنا لله وإنا إليه راجعون 
#محسن_فكري","P","2016-10-30 08:30:28"
"5025","دولة الظلم والقهر الله ياخد الحق الله يرحمك يا أخي ويجعل مثواك الجنة","N","2016-10-30 08:30:43"
"5026","نقول له واش عجبك ما يقع في المغرب. واش مازال محتاج هاد الشعب ولا يزيدو يطحنوه كما طحنوه فكل حقوقو المشروعة.","N","2016-10-30 08:32:13"
"5027","الله يرحم شهيد الحسيمة","P","2016-10-30 08:32:25"
"5028","نحن لا مرحبا بنا في هذه الدولة","N","2016-10-30 08:32:59"
"5029","فين هو البكاي بنكيران الله يعطيه شي نهاية مأساوية بحال هذي انشاء الله","N","2016-10-30 08:34:14"
"5030","تبيع الحوت او الخضر او.... نطحنو امك... تشطح و تغني و تغتاصب نعلقوا ليك وسام ✌✌","N","2016-10-30 08:35:34"
"5031","تعازينا الحارة من طنجة لاهل الشهيد محسين فكري اللهم اجعل مثواه الجنة","P","2016-10-30 08:35:36"
"5032","الحسيمة على موعد مع التاريخ...عله يكون بوعزيزي المغرب ولا يكون مجرد رقم ينضاف إلى باقي الشهداء","P","2016-10-30 08:37:44"
"5033","رحمك الله انت شهيد لقمة العيش ستبقى في اذهانينا يا شهيد ان العين لا تدمع والقلب ليحزن بفراقك يا فكري","P","2016-10-30 08:46:00"
"5034","والله حتا عيب او عار هدشي قتلوه او قدمو تعازي تسد لموضوع كما قال عزوز رتشارد 
فعلا دولة لعبيد والقمع","N","2016-10-30 08:47:55"
"5035","اللهم ارحهم ورزق اهله الصبر و السلوان
نطالب باعدام كل من كان سبب وفاته خصوصا صاحب عبارة طحن مو و في ساحة عمومية امام الملا ليكون عبرة لغيره😈😈😈","P","2016-10-30 08:49:22"
"5036","حنا غادين نبقاو غير مع القرارات ديال ردة الفعل المرتبطة باحدات معينة .البلاد را محتاجة لسياسة واضحة لمحاربة الفساد و الظلم","N","2016-10-30 08:54:55"
"5037","تبا لك ايها النظام الذي طحنتنا في احياء وامرات","N","2016-10-30 08:58:18"
"5038","#مجرد_اقتراح
ما رايكم يوم الاثنين الكل يرتدي اللون الاسود احتجاجا على الوضعية و الحادثه الاخييرة
ولا تنسو اليوم موعد 6:00 في ساحت الامم 
 #طحن_مو","N","2016-10-30 09:00:21"
"5039","لا إله إلا الله محمد رسول الله  رحمك الله اخي محسن فكري وادخلك الجنة بغير حساب ورزق اهلك الصبر على فقدانك وانت في عز شبابك 😭😭😭","P","2016-10-30 09:03:14"
"5040","صور للملك الراحل الحسن الثاني رحمه الله  وإبنه محمد السادس  ....

العدالة انتحرت لا وجود لها  والمسألة او المعادلة مطروحة والمواطن  حائر","N","2016-10-30 09:04:06"
"5041","تبا . استشهاد محسن فكري","N","2016-10-30 09:07:55"
"5042","عاش الملك سيدي محمد السادس نصره الله الله يحفظو وينصرو","P","2016-10-30 09:19:50"
"5043","الشعب المغربي كلنا فكري الله ارحم","P","2016-10-30 09:30:26"
"5044","سعد المجرد لوكان كان فالمغرب راه طلقوه وخرج براءة... -محسن فكري لوكان كان ففرنسا راه مزال عايش وكايغوت ...مول لمليح باع وراح....","N","2016-10-30 09:31:53"
"5045","الله ارحموا 
#شهيد_الحسيمة","P","2016-10-30 09:33:59"
"5046","هده دولة الحق والقانون . هده تسميتها الحقيقية دولة الدل والحكرة","N","2016-10-30 09:37:16"
"5047","المرجو وضع شارة حداد على صفحاتكم تضامنا مِع الفقيد و أبناء الحسيمة و المغرب كافة 🇬🇧🇲🇦","P","2016-10-30 09:38:25"
"5048","شهيد محسين فكري رحمة الله عليك.","P","2016-10-30 09:39:19"
"5049","#بنكيران_جبان
#اﻹعلام_العار
#نعم_لي_اﻹحتجاج
#لا_لي_الفوضى
#كلنا_محسن_فكري_ولد_الشعب
#طحن_مو","N","2016-10-30 09:46:22"
"5050","اللهم ارحم محسن فكري واغفر له والهم دويه الصبر","P","2016-10-30 09:46:38"
"5051","دولة الحقرة","N","2016-10-30 09:47:03"
"5052","انا لله وانا اليه راجعون. من امريكا نقدم تعازينا الحارة لعائلة المرحوم محسن فكري و للشعب المغربي كافة. قلبنا و قلب الجالية المغربية يتحسر حزنا.","P","2016-10-30 09:47:30"
"5053","صافي نوضوها حسن نعيشو بكرمة ولا نطحنو موت وحدة لي كاينة","N","2016-10-30 09:48:00"
"5054","آشمن قانون لي كتهضر عليه القاضي يا إما يشد الرشوة أو يضغطوا علي من الحكومة لأن قضاة المغرب ماشي مستقلين كيديروا لي قالت الحكومة ولي عنده لفلوس","N","2016-10-30 09:51:51"
"5055","سحقا لدولة اليهودية وشعب العبودية","N","2016-10-30 09:54:38"
"5056","مكاين لاملك لاقانون لاحق كلشي منافق ...تبا لدولة يهودية وشعب العبودية","N","2016-10-30 09:56:39"
"5057","واش هذي حالة كنتطحنو كنتحرقو كنتحرو وما كاين والو انتخابات بن كيران فينك سليتي حاجتك وقفتي دموع تمساح يا منافق فين دولة فين سلطات فين فين","N","2016-10-30 09:57:33"
"5058","مازال غيجي دورك اطحنوك...","N","2016-10-30 09:59:57"
"5059","من سيحاسب : من شغل آلة الطحن أم من أمر بالطحن . كلها أكباش فداء فيما يظل الفساد والمحسوبية والزبونية تنخر جسد هذا الوطن الجريح","N","2016-10-30 10:03:14"
"5060","اللي  ارتكبو  الجريمة  يتعاقبووووو  .. الا  هادي دولة الحق والقانوون  اوا فرجونا فيهم","N","2016-10-30 10:06:18"
"5061","في مقلب القمامة ،
رأيت جثة لها ملامح الأعراب ،
تجمعت من حولها النسور والذباب ،
وفوقها علامة ،
تقول هذه جثة كانت تسمى كرامة #طحن_موو","P","2016-10-30 10:06:41"
"5062","#أطحنو_امو_السادس_النجس","N","2016-10-30 10:07:31"
"5063","التونسيين نظافوا بلدهم من العنصرية والغطرسة المخزن على الشعب تحروا من الظلم ودخلوا في الدولة الدمقراطية والحقوق يا وجه البصلة","N","2016-10-30 10:13:43"
"5064","كلنا محسن فكري وحافظوا عن بلدنا العزيز والقانون سيتخد كل إجرائات وياكم والفتن","P","2016-10-30 10:16:30"
"5065","يجب الاكتار من مواضيع الجزائر ... حتى ينسى الشعب قضية #أطحنو_مو","N","2016-10-30 10:22:25"
"5066","غنقول ليه كثرو الشفارة والحكارة راقب بلادك مزيان وحارب الشفارة راه عيينا واخر الضحايا محسن فكري الله يرحمو","N","2016-10-30 10:22:35"
"5067","واش ديما تتوقع الكارثة عاد تكون المحاسبة فوقاش يكون المغرب دولة الحق و القانون لك الله يا انسانية","N","2016-10-30 10:22:51"
"5068","باش تعرف الشعب المغربي هاد صفحة بغات ترد بنات المغرب كولهوم قحاب العذرية واش كولشي فقد شرف ديالو اولي هاد مول صفحة لوكان حديا نطحن مو","N","2016-10-30 10:29:45"
"5069","كلنا #حسن #فكري","P","2016-10-30 10:31:04"
"5070","خدام الدولة عيش عيش يامسكن امعاهم ﻻ حول ولا قوة الا بالله","N","2016-10-30 10:35:59"
"5071","قتلون الميت ويمشون في جنازته .
ان كان هناك مسؤول عن وفاة الحسيمة فهم رجال الداخلية والداخلية والبام وجهان لعملة واحدة. خير الكلام ما قل ودل.    منقول","N","2016-10-30 10:36:42"
"5072","كل التعازي لشهيد العيش الكريم وضحية من ضحايا هده الحكومة الفاسدة","N","2016-10-30 10:41:39"
"5073","عن اي فتنة تتكلمون يا ولاد المخزن ولاد الزنقة السيد طحنوه اعباد الله ليهود ميديرو هدشي تقولي الفتنة Meryem Rachyq وغيرك اللي كالسن تهدرو على الفتنة","N","2016-10-30 10:42:15"
"5074","ولا خير في وطن يحتقر ويطحن شبابه  كلنا محسن فكري","N","2016-10-30 11:07:51"
"5075","حسبنا الله ونعم الوكيل فيهملو كنت انا المسؤول لو كنت امرت تاهوما يطحنوهم يتنفد القصاص بش يكونو عبرة كاملين شفارة","N","2016-10-30 11:12:23"
"5076","الله يخد الحق فهاد الطغاة. هذا ولا بزاف دولة الظلم والفساد والحكرة .","N","2016-10-30 11:22:20"
"5077","يجب على الملك المساهمة في بناء مقبرة كبيرة، لاننا سنطحن و لا اظن ان المقابر ستكفي لجتتنا المطحونة","N","2016-10-30 11:24:03"
"5078","نشكر امير الطحانين و الطحان الاول على التكفل بمصاريف الدفن بعدما تكفل بعملية الطحن","N","2016-10-30 11:27:33"
"5079","البام يقتلون الميت ويدهبون في جنازته  (أشم رائحة فتنة اللهم اجعل هذا البلد امنا مطمئنا","N","2016-10-30 11:30:37"
"5080","السيد تطحن وانتم تتغنيو او ناشطين","N","2016-10-30 11:30:39"
"5081","الخرائر هي السبب والبام","N","2016-10-30 11:33:29"
"5082","اباركا من الكذوب غير تكون شي فضيحة حملوها لبنكيران لاحول ولا قوة الا بالله","N","2016-10-30 11:43:17"
"5083","اطحنو من في الارض يطحنكم من في السماء","N","2016-10-30 11:50:41"
"5084","دولة حقيرة بالمخزن ديالها..اين هي كرامة الموطن...اشعر بغضب شديد","N","2016-10-30 11:52:40"
"5085","كلنا مي فتيحة
كلنا محسن فكري
كلنا ...
كلنا ننتظر دورنا
النوبة جايانا لا محالة

#طحن_مو

#شد_الصف","N","2016-10-30 11:57:17"
"5086","الأحرار لا تركع الا لمن خلقها","P","2016-10-30 12:00:48"
"5087","الله يرحموا 😢 كلنا محسن فكري ✌","P","2016-10-30 12:01:58"
"5088","الحكومة المغربية اكيد مرعوبة من ثورة ممكن ان تهز عرش الملك و لذلك سيضحون بشخص او 2 لتهدئة الأوضاع","N","2016-10-30 12:03:12"
"5089","اخي محسن فكري الله يرحم يجعله جنات النعيم","P","2016-10-30 12:04:58"
"5090","من مصر اللهم احفظ المغرب شعب وحكومه وعاش محمد السادس","P","2016-10-30 12:07:26"
"5091","اللهم احفظ المغرب ملكا وشعبا وحكومة لت للفوضى لا للفتنة","P","2016-10-30 12:08:21"
"5092","نريد دوله العداله في ظل محمد السادس الله يحفظو","P","2016-10-30 12:10:10"
"5093","تحيا نضالية لكل المغاربة لاحرار وقفة احتجاجية رجولية لاسترجاع الكرامة والحقوق المهضومة شي حرقوه شي طحنوه الله يخد الحق","N","2016-10-30 12:10:21"
"5094","تمنيت هاد كلمة طحن مو تقال للكريساج","P","2016-10-30 12:11:36"
"5095","دولة عدنا ضاعت","N","2016-10-30 12:12:07"
"5096","ولن تبكي على ضحية الحسيمة المطحون.حج","N","2016-10-30 12:12:27"
"5097","لي تيكول دولة فاسدة يمشي يعيش فسوريا","P","2016-10-30 12:12:43"
"5098","الحكومة إلى المزبلة","N","2016-10-30 12:12:58"
"5099","تحية نضالية من كازا ✌✌✌ مالقيتش لي شد ليا ولادي ما نزل والله حتى انزل لان مهنا دولة و أمن عنخلي لولادي ملي نموت","N","2016-10-30 12:13:58"
"5100","هذا العروبي النجس انتهى وقت سباته وهو ينبح فقط لا لفتح الحدود مع المرحاض الدولي","N","2016-10-30 12:14:01"
"5101","لنر دولة الحق والقانون الان وليس غدا ،كل يحاسب على مسؤوليته ،حتى لا تنزلق الامور الى ما لا يحمد عقباه .","N","2016-10-30 12:16:16"
"5102","محا ولة خسيسة من صحافة واد الحار لالهاء الشعب عن متابعت المسيرة في مدينة الحسيمة 
كلنا معك يا شهيد لقمة العيش","N","2016-10-30 12:16:29"
"5103","كيف سأقنع تلميد غدا بأن بلده من أجمل البلدان وأنه يعيش في دولة الحق و القانون ونحن نموت طحنا في الأزبال.","N","2016-10-30 12:16:49"
"5104","الاعدام لقاتل محسن فكري","N","2016-10-30 12:17:39"
"5105","لانريد فتحا للحدود مع هذه الدولة المارقة 
المغرب تجاوز هذه القضية 
المغرب انفتح على أفريقيا وعلى اوروبا 
 #طحن_مو
#كلنا_فكري","N","2016-10-30 12:17:53"
"5106","كلنا محسن عيش ولاد الحسيمة","P","2016-10-30 12:17:59"
"5107","اتحدو ياابناء الوطن الغالي لكي لايطحنوننا مثل محسن وغيره","P","2016-10-30 12:18:53"
"5108","نحن لا نريد نار الفتنة ان تشتعل وإنما نريد دولة القانون وحقوق الانسان","N","2016-10-30 12:19:59"
"5109","أنتم الأحرار في دولة العبيد ❤️👏🏼👍🏻","P","2016-10-30 12:22:06"
"5110","غني شي  ديسك عنوانو طحن مو  طحن باه  باغين تعيشوا على ماسي الناس 
النعلة","N","2016-10-30 12:22:50"
"5111","منافق كذاب طحن المغاربة","N","2016-10-30 12:24:03"
"5112","اكادير الان يتم الانزال لقوات القمع بساحة لافونتين قبل بدأ الوقفة التضامنية ..كلنا محسن فكري","P","2016-10-30 12:25:18"
"5113","رحم الله المواطن محسن فكري ، وجنب الله بلدنا وبلاد المسلمين الفتن ما ظهر منها وما بطن.
والله ولي التوفيق.","P","2016-10-30 12:25:27"
"5114","المغني "" المغتصب "" و قبل أن يقول القضاء كلمته برأتموه ، ومحسن فكري الفقير والبريء طحنتوه","N","2016-10-30 12:25:29"
"5115","غدآ يوم حداد في جميع المدن لا تعليم لا عمل لا نقل لا تنقل# كلنا محسن فكري","N","2016-10-30 12:26:05"
"5116","المغرب واحد ومحمد السادس سيدنا وملكنا محسن الله يرحمو والله يحفض بلادنا من الفتنة لا نريد ان نكون متل سوريا","P","2016-10-30 12:26:15"
"5117","هذا ليس من أجل الحق ولا من أجل محسن ما يريده البعض عيونو على بنكيران فقط وانتم مع الأسف عقلكم صغير الله يحفظ وطني من كل فتنة الله الوطن الملك","N","2016-10-30 12:26:21"
"5118","لا يجب ترك اعداء الوطن الركوب على هذه القضية لكي لا نلعب بامن البلاد واستقراره","P","2016-10-30 12:26:59"
"5119","معظم مظاهرات دي أغراض سياسة ..حافظوا علي بلدكم ولا تخربوها","N","2016-10-30 12:27:19"
"5120","نتي مكلخة وباغا تهضري على السياسة الديون الخارجية لا يجب ان يدفعها المواطن البسيط من جيبه البهيمة","N","2016-10-30 12:29:48"
"5121","على رئيس الحكومة أن يتحمل مسؤوليته اتجاه المواطنين ولا نبقى ننتظر تدخل  صاحب  الجلالة، حكومة وعار ورحم الله  الشهيد","N","2016-10-30 12:30:02"
"5122","فكري مات مقتول و المخزن هو المسؤول ✌✌✌","N","2016-10-30 12:30:40"
"5123","أسفي على وطن أصبح فيه المواطن يطحن في حاويات الازبال لك الله يا مغربي","N","2016-10-30 12:31:50"
"5124","#كلنا_محسن_فكري
#ماشي_مشكل_طحنونا_كاملين","N","2016-10-30 12:32:05"
"5125","كلنا محسن فكري 😭😭😭","P","2016-10-30 12:32:21"
"5126","تبارك الله عليكم هاكدا يكونو مغاربة الأحرار","P","2016-10-30 12:32:49"
"5127","واش الحكومة كتبيع الحوت فينك انت رءيس الجهة ......اردت ان تركب الباخرة","N","2016-10-30 12:34:25"
"5128","حسبي الله العظيم مافيا ماشي دولة","N","2016-10-30 12:35:09"
"5129","المجد والخلود لكل الأحرار","P","2016-10-30 12:35:18"
"5130","التضامن مع محسن فكري واجب ونحن كلنا معه لكن بدون تخريب الوطن لاان الوطنا هو منزلنا الله يرحم محسن ويصبر اهله","P","2016-10-30 12:36:04"
"5131","دولة مثل المغرب فيها كل البؤس و و الافات من زطله عهر ترويج الفساد سحر شعوذة سياحة مفسوخه لا نريد كجزائريين فتح الحدود معها .. شدوا حدودكم يا فساد","N","2016-10-30 12:36:16"
"5132","حسبي الله ونعم الوكيل على كل ضالم كاين في هاد الدولة","P","2016-10-30 12:37:35"
"5133","تبا للحكرة والحكومة الحكارة","N","2016-10-30 12:39:02"
"5134","أمي فتيحة ماتت حرقا و محسن طحن بشاحنة الازبال الدور غدا على من ؟؟؟؟؟ أين هو حق العيش الكريم للبسطاء من أبناء الشعب ؟؟ اذنبهم انهم أرادوا العيش بالحلال","N","2016-10-30 12:41:49"
"5135","مل بن كيران قال لمول الكاميو طحن مو؟ هاد الناس مراض فعقلهم، أي احتجاج يخرج عن إطار محاسبة من كان السبب في موت الأخ غادي يدي البلاد والعباد للهلاك","N","2016-10-30 12:42:09"
"5136","اش جاب بنكيران لهاد شي راه مازال ماسخن تابلاصتو بركا من خلط الورق السيد لاح راسو مع العلم ان هادك خطر الية الطحن","N","2016-10-30 12:43:22"
"5137","قلوبنا مع محسن فكري #طحن مو #💔🇲🇦✌🏼","P","2016-10-30 12:47:44"
"5138","الدولة الفاسدة  نتمنى يدوم هاد التظاهر تا تجي COP22  باش يتفضحو الفاسدين امام العالم","P","2016-10-30 12:47:45"
"5139","كون كان شفار ولاقتال  مايطحنوهش","N","2016-10-30 12:50:09"
"5140","رشيد من باريس دولة المخزن والبوليس الملك خاص اعيق","N","2016-10-30 12:51:07"
"5141","كون شفار ولا قتال ميطحنوهش","N","2016-10-30 12:52:38"
"5142","شباب الوطن الأحرار","P","2016-10-30 12:54:18"
"5143","طحن مو وفِي الأخير التعازي 
افااااك لدين مكوووم يا المرتزقة","N","2016-10-30 12:55:29"
"5144","اللهم احفظ ملكنا محمد السادس وحفظ بلادنا من الفتن ما ظهر منها وما بطن","P","2016-10-30 12:55:43"
"5145","فين بنكيران رئيس الفيران","N","2016-10-30 12:57:47"
"5146","تحية ناس الحسيمة","P","2016-10-30 12:57:53"
"5147","مباشر من الرباط مسيرة حاشدة من أجل محاكمة ومعاقبة قتلة الشهيد محسن فكري الذي قتل بدم بارد بالحسيمة عندما كان يدافع عن قوت عيشه","P","2016-10-30 12:58:51"
"5148","لابد من اعدام الي قال طحنو أموووو امام الشعب ليكون عبرة لاكل !!!","N","2016-10-30 12:58:57"
"5149","تحياتي من الحسيمة ♥♥♥✌✌✌✌","P","2016-10-30 12:58:58"
"5150","كلنا محسن فكري😢😢😢😢","P","2016-10-30 12:59:55"
"5151","من القاهرة متضامنة مع محسن كلنا محسن فكري الله يرحمه","P","2016-10-30 13:00:58"
"5152","بنكيران عِوَض مايعزي أهل المرحوم قال يا شعب بلا ماتخرجو تضامن مع أهل الحسيمة هدا رىيس الحكومة","N","2016-10-30 13:03:20"
"5153","من مصر احفظ المغرب شعب ومحمد السادس","P","2016-10-30 13:03:34"
"5154","ولاد بلاد الأحرار لا للضلم لا للحكرة ✌️✌✌🇲🇦","P","2016-10-30 13:04:10"
"5155","كلنا ضد الحكرة كلنا #محسن_فكري #طحن_مو","N","2016-10-30 13:06:17"
"5156","هدا ما يتسبب فيه البوليس المغربي الحكرة القمع الضلم وفي الاخخير طحن مو","N","2016-10-30 13:07:22"
"5157","كلنا محسن فكري 
من ليبيا","P","2016-10-30 13:08:27"
"5158","يا طحنو منا كلنا يا يحترمونا","N","2016-10-30 13:08:57"
